"044","Leasing(ｶﾍﾟﾘﾌﾟﾝﾄ)","1208","","","583","244","","00","","20100928","","20100928","221508","20100928","221508","","","","","","","244","144","583","","","","","41","441","","","","03","","","        ","","","","","20100928","20100928","20100928","","        ","","","20100928","20100928","        ","        ","        ","20100928","","","","","","","","","","","","","","","","","","","","","01","20100928","","","","","","","","","","","","","","","","","","","20100928","","","","","","","戦略商品開発統括部","","ｶﾃｺﾞﾘｰ2極戦略ｸﾞﾙｰﾌﾟ","雑貨(FG開発)"
"045","NEXTDOOR Ⅱ","2505","13","000","C78","618","622","00","","20000510","99999999","20000620","143000","20180221","010001","","01","00","","","00","618","514","C78","","201401","","","80","010","01","","01","01","","","20140305","","","","20040520","20180220","20180220","20180220","","20140305","","","20180220","20180220","20140305","        ","20140305","20180220","","","","","","","","","","","","","","","","","","","","","20","20180220","","","","","","","","","","","","","","","","","","","20180220","","","ＮＥＸＴＤＯＯＲ２","","NEXTDOOR2","","㈱ﾜｰﾙﾄﾞｽﾄｱﾊﾟｰﾄﾅｰｽﾞ","","㈱ﾜｰﾙﾄﾞｽﾄｱﾊﾟｰﾄﾅｰｽﾞ","ﾈｸｽﾄﾄﾞｱ開発"
"046","TAKEO雑貨","1010","","000","070","681","","00","","20010207","","20010207","200550","20180221","010001","","01","00","","","01","681","503","070","","200701","","","03","003","01","","01","01","","","20070419","","","","20040105","20180220","20180220","20180220","","20070419","","","20180220","20180220","20070419","        ","20070419","20180220","","","01","","","","","","","","","","","","","","","","","","03","20180220","20120730","","","","","","","","","","","","","","","","","","20180220","","","モンドダム－ル　　＃","","","","EXT（Mens）","","EXT（Mens）","ﾀｹｵｷｸﾁ"
"047","【廃止】ﾄﾞﾚｽﾃﾘｱ 雑貨 買付け","2006","24","000","016","609","616","00","","20000510","99999999","20000620","143000","20180221","010001","","01","00","","","00","609","512","016","","200302","","","81","081","01","","01","01","","","20031105","","","","20040520","20180220","20180220","20180220","","20031105","","20010810","20180220","20180220","20031105","        ","20031105","20180220","","","","","","","","","","","","","","","","","","","","","22","20180220","20080725","","","","","","","","","","","","","","","","","","20180220","DRESSTEROIR GB","","ドレステリアＺカイツケ","","ﾄﾞﾚｽﾃﾘｱZｶｲﾂｹ","","INT（セレクト）","","INT（セレクト）","ﾄﾞﾚｽﾃﾘｱ"
"048","ｱﾊﾞｶ","2220","","","713","215","","00","","20080419","","20080419","221504","20180221","010001","","","","","","","215","510","713","","200801","","","07","007","","0001","","02","","","        ","","","","","20180220","20180220","20180220","","20080424","","","20180220","20180220","        ","20080424","        ","20180220","","4","01","","","","","","","","","","","","","","","","","","07","20180220","20120730","","","","","","","","","","","","","","","","","","20180220","","","","","","","WAM（卸）","","WAM（卸）","WRS"
"049","ﾕｷｺ ﾊﾅｲ","2220","","000","713","214","","00","","20010207","","20010207","200550","20180221","010001","","","00","","","04","214","510","713","","200701","","","07","007","","0001","","02","","","        ","","","","20040105","20180220","20180220","20180220","","20070427","","","20180220","20180220","        ","20070427","        ","20180220","","4","01","","","","","","","","","","","","","","","","","","07","20180220","20120730","","","","","","","","","","","","","","","","","","20180220","","","カイガイ２　　　　　＃","","","","WAM（卸）","","WAM（卸）","WRS"
"050","ﾄﾞﾙﾁｪｴﾚｶﾞﾝﾃ","4002","19","000","050","250","605","00","","20000510","99999999","20000620","143000","20180221","010001","","","00","","","00","250","501","050","0001","200401","0001","0001","01","990","","0001","","02","","","        ","","","","20040520","20180220","20180220","20180220","20020715","20040117","","20011015","20180220","20180220","        ","20040117","        ","20180220","","1","01","","","","","","","","","","","","","","","","","","01","20180220","20120730","","","","","","","","","","","","","","","","","","20180220","DOLCE","","ドルチエ　エレガンテ","","ﾄﾞﾙﾁｴ ｴﾚｶﾞﾝﾃ","","廃止","","W（HD）","【廃止】ﾄﾞﾙﾁｪ"
"051","【廃止】Dualismﾚﾃﾞｨｰｽ","3750","","000","051","643","","00","","20010207","","20010207","200550","20180221","010001","","01","00","","","02","643","501","051","","200701","","","01","990","01","","01","01","","","20070524","","","","20040105","20180220","20180220","20180220","","20070524","","","20180220","20180220","20070524","        ","20070524","20180220","","","01","","01","","","","","","","","","","","","","","","","01","20180220","20120730","","20081006","","","","","","","","","","","","","","","","20180220","","","スピリチヤルボン　＃","","","","廃止","","W（HD）","Dualism"
"052","ｲﾙﾋﾞｱﾝｺ","2220","","","713","215","","00","","20080425","","20080425","221505","20180221","010001","","","","","","","215","510","713","","200801","","","07","007","","0001","","02","","","        ","","","","","20180220","20180220","20180220","","20080502","","","20180220","20180220","        ","20080502","        ","20180220","","4","01","","","","","","","","","","","","","","","","","","07","20180220","20120730","","","","","","","","","","","","","","","","","","20180220","","","","","","","WAM（卸）","","WAM（卸）","WRS"
"053","ｼﾕ-ﾗ-ﾙ-ﾒﾝｽﾞ","9202","","","024","299","","00","","20100928","","20100928","221508","20100928","221508","","","","","","","299","199","024","","","","","54","990","","","","03","","","        ","","","","","20100928","20100928","20100928","","        ","","","20100928","20100928","        ","        ","        ","20100928","","","","","","","","","","","","","","","","","","","","","01","20100928","","","","","","","","","","","","","","","","","","","20100928","","","","","","","事業調整","","GCOO（その他）","【廃止】ｿﾉﾀBR2"
