"1","01","1 ","歩率（売仕）","2010-05-14 19:38:26","system  ","2010-05-14 19:38:26","system  ","a"
"2","02","2 ","家賃（賃貸）","2010-05-14 19:38:26","system  ","2010-05-14 19:38:26","system  ","a"
