"44","2405","19920901","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"45","2405","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"46","2418","19931001","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"47","2440","19940401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"48","2455","19920901","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"49","2455","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"50","2474","19940401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"51","2502","19930129","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"52","2502","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"53","2514","19930201","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"54","2516","19930131","99999999","1123000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"55","2521","19930217","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"56","2527","19931010","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"57","2585","19930801","99999999","","","","","","","20.00","20.00","","","","","","","","","","","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"58","2588","19931001","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"59","2593","19930901","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"60","2594","19930903","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"61","2595","19931001","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"62","2616","19870101","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","d"
"63","2623","19930826","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"64","2630","19931029","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"65","2631","19931029","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"66","2642","19931101","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"67","2650","19931203","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"68","2672","19940301","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"69","2673","19940309","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"70","2673","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"71","2682","19960101","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"72","2683","19940312","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"73","2683","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"74","2730","19940624","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"75","2732","19940601","99999999","","","","","","","15.00","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"76","2734","19940601","19950331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"77","2734","19950401","19980331","","","","","","","17.00","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"78","2734","19980401","19980831","","","","","","","15.00","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"79","2734","19980901","99999999","","","","","","","13.00","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"80","2735","19960101","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"81","2738","19940825","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"82","2738","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"83","2759","19940601","19950331","1800000","","8520000","","","","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"84","2759","19950401","19950930","1800000","","63400000","","","","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"85","2759","19951001","19960331","1500000","","83000000","","","","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"86","2759","19960401","19960831","1500000","","","","","","14.00","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"87","2759","19960901","19980331","","","","","","","15.00","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"88","2759","19980401","19990831","","","","","","","14.00","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"89","2759","19990901","99999999","","","","","","","13.00","11.00","","","","","","","","","","","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"90","2805","19940801","19970131","","","","","","","15.00","15.00","","","","","","","","","","","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"91","2805","19970201","99999999","","","","","","","18.00","15.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"92","2806","19940820","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"93","2812","19940901","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"94","2812","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"95","2813","19941008","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"96","2814","19940901","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"97","2815","19940903","99999999","","","","","","","14.00","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"98","2818","19940825","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"99","2818","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"100","2819","19941001","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"101","2820","19941024","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"102","2822","19940901","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"103","2826","19940801","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","d"
"104","2828","19940901","19960903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"105","2828","19960904","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"106","2828","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"107","2837","19940909","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"108","2838","19940901","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"109","2840","19940922","99999999","750000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"110","2845","19940908","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"111","2937","19950321","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"112","2943","19950301","19981031","2100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"113","2943","19981101","19990331","1700000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"114","2943","19990401","99999999","1700000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"115","2948","19950101","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"116","2949","19950315","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"117","2949","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"118","2950","19950317","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"119","2950","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"120","2953","19950302","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"121","2953","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"122","2954","19950225","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"123","2954","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"124","2955","19950310","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"125","2956","19950301","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"126","2956","19990401","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"127","2957","19950304","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"128","2958","19950301","99999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
"129","2959","19950303","19990331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010-05-14 19:48:28","system  ","2010-05-14 19:48:28","system  ","a"
