"20737","09","0","0","0","328500","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"20737","10","32367","2","0","156575","8","0","60800","3","0","21850","1","0","13750","2","0","24660","1","0","36077","2","0","2"
"20737","11","61475","4","0","63932","4","0","62826","3","0","17850","2","0","25950","2","0","37913","2","0","43807","2","0","3"
"20737","12","30667","2","0","76934","3","0","68170","3","0","44267","2","0","31630","1","0","35150","3","0","64048","3","0","4"
"20737","13","30722","2","0","73200","4","0","45375","4","0","11600","1","0","25912","2","0","39800","3","0","72334","3","0","5"
"20737","14","42010","2","0","41550","3","0","61766","3","0","42792","2","0","68907","3","0","78840","3","0","42485","3","0","6"
"20737","15","37700","1","0","53208","4","0","66733","4","0","48484","3","0","41134","2","0","63558","3","0","69319","3","0","7"
"20737","16","23334","1","0","29100","2","0","43800","3","0","29769","2","0","46763","2","0","86339","4","0","72567","2","0","8"
"20737","17","22420","2","0","73700","4","0","50320","2","0","37390","2","0","48875","2","0","59390","2","0","42978","2","0","9"
"20737","18","32334","2","0","118622","6","0","31706","2","0","47900","2","0","31463","2","0","30225","2","0","49300","3","0","10"
"20737","19","20000","1","0","39384","2","0","36720","2","0","28475","2","0","41122","2","0","25660","1","0","24525","2","0","11"
"20737","20","25200","1","0","29650","1","0","0","0","0","0","0","0","0","0","0","-1250","1","0","29000","1","0","12"
"21600","09","0","0","0","124500","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"
"21600","10","26000","1","0","348125","15","0","55020","2","0","11000","1","0","30000","2","0","26017","2","0","23190","2","0","14"
"21600","11","75240","5","0","165488","7","0","51163","3","0","35043","3","0","36086","2","0","48590","2","0","61650","3","0","15"
"21600","12","45759","2","0","98880","5","0","52694","3","0","27462","2","0","35583","2","0","52293","3","0","49169","3","0","16"
"21600","13","33143","2","0","98280","5","0","53258","3","0","33300","2","0","15350","2","0","65455","3","0","59423","3","0","17"
"21600","14","19375","2","0","64676","4","0","58257","3","0","32494","2","0","42145","3","0","57750","3","0","75288","4","0","18"
"21600","15","57150","3","0","71979","4","0","50234","3","0","44212","3","0","46500","3","0","66265","4","0","65060","4","0","19"
"21600","16","37770","2","0","62278","4","0","37534","2","0","46090","2","0","34134","2","0","50617","3","0","34287","3","0","20"
"21600","17","34775","2","0","71720","3","0","22517","2","0","23563","2","0","27367","2","0","50673","3","0","48482","4","0","21"
"21600","18","23015","2","0","29010","2","0","33413","3","0","24879","2","0","17940","2","0","37228","2","0","23178","2","0","22"
"21600","19","16000","1","0","18767","1","0","26250","1","0","23050","2","0","33625","2","0","39525","2","0","14450","1","0","23"
"21628","09","38000","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"21628","10","42634","3","0","98100","5","0","26300","1","0","42625","2","0","19550","1","0","25725","1","0","26367","2","0","25"
"21628","11","40740","2","0","41350","2","0","24384","2","0","89000","2","0","65280","2","0","44544","2","0","28813","2","0","26"
"21628","12","45100","3","0","33625","2","0","34419","2","0","15025","1","0","36684","2","0","37867","2","0","59984","2","0","27"
"21628","13","34667","3","0","31340","2","0","41370","2","0","23089","2","0","42960","2","0","42858","2","0","36810","2","0","28"
"21628","14","46800","2","0","39529","2","0","35184","2","0","35740","2","0","46425","2","0","37965","2","0","63910","2","0","29"
"21628","15","81267","3","0","73440","3","0","49055","3","0","27150","1","0","36696","2","0","32780","2","0","58425","2","0","30"
"21628","16","37734","2","0","72890","3","0","29300","1","0","19100","1","0","42700","2","0","36218","2","0","48888","2","0","31"
"21628","17","32625","2","0","25117","2","0","59765","2","0","38000","2","0","29458","2","0","40663","2","0","55160","2","0","32"
"21628","18","4317","1","0","20500","1","0","31950","2","0","18500","1","0","21613","2","0","20120","2","0","43975","2","0","33"
"21628","19","24167","2","0","29300","1","0","37550","2","0","9467","1","0","8750","1","0","23375","1","0","29267","1","0","34"
"21892","10","8000","1","0","73775","4","0","15584","2","0","19900","1","0","34540","2","0","44038","2","0","30000","1","0","35"
"21892","11","27634","2","0","58693","3","0","22250","2","0","55860","2","0","47484","2","0","51757","2","0","41356","2","0","36"
"21892","12","34500","2","0","47875","3","0","33244","2","0","32767","2","0","37080","2","0","36100","2","0","45034","2","0","37"
"21892","13","36526","2","0","57859","3","0","32967","2","0","68896","3","0","42859","2","0","63042","3","0","76100","2","0","38"
"21892","14","17020","2","0","56540","3","0","45232","4","0","19640","2","0","41300","2","0","44893","2","0","51834","3","0","39"
"21892","15","51000","2","0","18217","2","0","33538","2","0","71534","4","0","46086","2","0","49970","2","0","55340","3","0","40"
"21892","16","37434","2","0","41100","2","0","37912","2","0","23742","2","0","61042","2","0","46907","2","0","30863","2","0","41"
"21892","17","44160","2","0","31772","2","0","26694","2","0","20500","2","0","99425","5","0","66248","2","0","54934","2","0","42"
"21892","18","17050","2","0","39610","2","0","61393","3","0","14739","2","0","36393","2","0","53163","2","0","38000","2","0","43"
"21892","19","25967","2","0","32800","1","0","30396","2","0","28667","1","0","40100","2","0","43275","4","0","56100","2","0","44"
"21892","20","0","0","0","0","0","0","0","0","0","0","0","0","98850","10","0","10550","2","0","0","0","0","45"
"21941","10","48675","2","0","96413","5","0","46350","3","0","40100","2","0","17000","2","0","45325","2","0","48275","2","0","46"
"21941","11","50350","2","0","70022","3","0","55615","3","0","33037","3","0","62672","4","0","48932","2","0","19150","2","0","47"
"21941","12","28692","2","0","53188","3","0","30290","2","0","27467","2","0","40010","2","0","41109","3","0","41690","2","0","48"
"21941","13","41793","3","0","38325","3","0","47488","3","0","38888","3","0","41700","3","0","37544","3","0","44400","2","0","49"
"21941","14","38168","2","0","27369","3","0","44378","3","0","34009","3","0","59764","3","0","39883","3","0","38632","2","0","50"
"21941","15","45767","2","0","50433","3","0","41113","3","0","31419","2","0","57423","2","0","47796","2","0","49800","3","0","51"
"21941","16","50605","2","0","45144","3","0","34123","2","0","28129","2","0","17762","2","0","39039","3","0","56050","3","0","52"
"21941","17","19875","2","0","49850","3","0","23445","2","0","17300","2","0","18525","2","0","36732","2","0","46017","2","0","53"
"21941","18","31875","2","0","51229","2","0","35250","3","0","25617","2","0","43426","2","0","17795","2","0","28709","2","0","54"
"21941","19","0","0","0","14200","1","0","23700","2","0","0","0","0","27800","1","0","0","0","0","15000","1","0","55"
"23972","09","1540","1","0","108900","1","0","0","0","0","0","0","0","31200","1","0","0","0","0","0","0","0","56"
"23972","10","-3840","1","0","9132","1","0","67650","1","0","18975","1","0","16230","1","0","0","0","0","0","0","0","57"
"23972","11","14670","1","0","6188","1","0","21550","2","0","13575","1","0","20870","2","0","0","0","0","0","0","0","58"
