"01","001000","000001","000001","000001","000000","509990","000000","709990","000000","000000","001000","00000000","00000000","134405","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001004","000001","000001","000001","000000","509980","000000","709980","000000","000000","001004","00000000","00000000","27000","","110000","2","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001006","000001","000001","000001","000000","509990","000000","709990","000000","000000","001006","00000000","00000000","47800","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001007","000001","000001","000001","000000","509990","000000","709990","000000","000000","001007","00000000","00000000","47900","","","2","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001014","000001","000001","000001","000000","509990","000000","709990","000000","000000","001014","00000000","00000000","48000","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001016","000001","000001","000001","000000","509990","000000","709990","000000","000000","001016","00000000","00000000","48100","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001025","000001","000001","000001","000000","509990","000000","709990","000000","000000","001025","00000000","00000000","48200","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001026","000001","000001","000001","000000","509990","000000","709990","000000","000000","001026","00000000","00000000","48300","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001028","000001","000001","000001","000000","509990","000000","709990","000000","000000","001028","00000000","00000000","48400","","","8","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001030","000001","000001","000001","000000","509990","000000","709990","000000","000000","001030","00000000","00000000","48500","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001035","000001","000001","000001","000000","509990","000000","709990","000000","000000","001035","00000000","00000000","48600","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001037","000001","000001","000001","000000","509990","000000","709990","000000","000000","001037","00000000","00000000","48700","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001038","000001","000001","000001","000000","509990","000000","709990","000000","000000","001038","00000000","00000000","48800","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001039","000001","000001","000001","000000","509990","000000","709990","000000","000000","001039","00000000","00000000","48900","","","7","","91","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001040","000001","000001","000001","000000","509990","000000","709990","000000","000000","001040","00000000","00000000","49000","","","7","","91","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001041","000001","000001","000001","000000","509990","000000","709990","000000","000000","001041","00000000","00000000","49100","","","8","","91","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001042","000001","000001","000001","000000","509990","000000","709990","000000","000000","001042","00000000","00000000","49200","","","7","","91","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001044","000001","000001","000001","000000","509990","000000","709990","000000","000000","001044","00000000","00000000","49300","","","5","","2","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001045","000001","000001","000001","000000","509990","000000","709990","000000","000000","001045","00000000","00000000","49400","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001046","000001","000001","000001","000000","509990","000000","709990","000000","000000","001046","00000000","00000000","49500","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001048","000001","000001","000001","000000","509990","000000","709990","000000","000000","001048","00000000","00000000","37900","","","8","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001050","000001","000001","000001","000000","509990","000000","709990","000000","000000","001050","00000000","00000000","49600","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001051","000001","000001","000001","000000","509990","000000","709990","000000","000000","001051","00000000","00000000","49700","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001060","000001","000001","000001","000000","509990","000000","709990","000000","000000","001060","00000000","00000000","49800","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001065","000001","000001","000001","000000","509990","000000","709990","000000","000000","001065","00000000","00000000","49900","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001067","000001","000001","000001","000000","509990","000000","709990","000000","000000","001067","00000000","00000000","50000","","","5","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001068","000001","000001","000001","000000","509990","000000","709990","000000","000000","001068","00000000","00000000","50100","","","8","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001070","000001","000001","000001","000000","509990","000000","709990","000000","000000","001070","00000000","00000000","50200","","","8","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001071","000001","000001","000001","000000","509990","000000","709990","000000","000000","001071","00000000","00000000","50300","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001076","000001","000001","000001","000000","503000","000000","700947","000000","000000","001076","00000000","00000000","19712","","","2","","3","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001078","000001","000001","000001","000000","509990","000000","709990","000000","000000","001078","00000000","00000000","50400","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001084","000001","000001","000001","000000","509990","000000","709990","000000","000000","001084","00000000","00000000","50500","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001085","000001","000001","000001","000000","509990","000000","709990","000000","000000","001085","00000000","00000000","50600","","","4","","1","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001087","000001","000001","000001","000000","509990","000000","709990","000000","000000","001087","00000000","00000000","50700","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001089","000001","000001","000001","000000","509990","000000","709990","000000","000000","001089","00000000","00000000","50800","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001090","000001","000001","000001","000000","509990","000000","709990","000000","000000","001090","00000000","00000000","50900","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001091","000001","000001","000001","000000","509990","000000","709990","000000","000000","001091","00000000","00000000","42800","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001094","000001","000001","000001","000000","509990","000000","709990","000000","000000","001094","00000000","00000000","51000","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001095","000001","000001","000001","000000","509990","000000","709990","000000","000000","001095","00000000","00000000","51100","","","8","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
"01","001105","000001","000001","000001","000000","509990","000000","709990","000000","000000","001105","00000000","00000000","51200","","","7","","90","","jp1admin","20170826000902","1","20170826","jp1admin","20170826000902"
